CGPA,Internship Type,Programming Language,Technology,Company,Job Role
6.5,Cybersecurity,C++,AI,"Mindtree, Mphasis, Birlasoft",Cloud Engineer
6.5,Web Dev,TypeScript,Front End,"Mphasis, Birlasoft, NIIT Technologies",Software Developer
8.7,Web Dev,JavaScript,Backend,"Capgemini, SAP, IBM",Software Developer
7.7,DevOps,SQL,DBMS,"HCL, Cognizant, Infosys",System Engineer
6.8,Web Dev,TypeScript,Front End,"Mphasis, Mindtree, Birlasoft",Web Developer
8.0,Web Dev,SQL,DBMS,"Capgemini, Infosys, TCS",Web Developer
6.3,Cloud,SQL,Data Analytics,"HCL, Birlasoft, Mindtree",DevOps Engineer
8.3,AIML,Java,AI,"TCS, Infosys, Capgemini",AI Engineer
7.1,Web Dev,JavaScript,Backend,"Cognizant, Infosys, HCL",Web Developer
9.2,Cybersecurity,Rust,Front End,"Microsoft, Google, Amazon",Cloud Engineer
7.2,Cybersecurity,C++,Cybersecurity,"HCL, Tech Mahindra, Cognizant",Cybersecurity Engineer
7.8,Cybersecurity,Rust,Cybersecurity,"Cognizant, Wipro, Infosys",Cloud Engineer
6.0,AIML,Python,ML,"NIIT Technologies, Birlasoft, Mindtree",Data Scientist
6.3,DevOps,SQL,DBMS,"Birlasoft, Mphasis, NIIT Technologies",DevOps Engineer
7.6,Web Dev,TypeScript,Front End,"Infosys, HCL, Tech Mahindra",Web Developer
7.9,DevOps,TypeScript,Backend,"Tech Mahindra, Wipro, Infosys",DevOps Engineer
8.4,Software Dev,Python,Big Data,"IBM, Oracle, Capgemini",Software Developer
7.2,Cybersecurity,C++,Cybersecurity,"Tech Mahindra, Cognizant, HCL",Cybersecurity Engineer
8.8,Web Dev,TypeScript,Front End,"Capgemini, SAP, TCS",Web Developer
9.4,Web Dev,TypeScript,Front End,"Amazon, NVIDIA, OpenAI",Web Developer
9.1,Web Dev,TypeScript,Front End,"Google, OpenAI, IBM",Software Developer
6.2,AIML,Java,Big Data,"HCL, NIIT Technologies, Mindtree",Data Scientist
7.9,Cybersecurity,C++,Cybersecurity,"Cognizant, Tech Mahindra, TCS",Cloud Engineer
6.4,DevOps,Go,Cloud Computing,"NIIT Technologies, Mindtree, Mphasis",System Engineer
7.0,AIML,Python,ML,"TCS, Cognizant, Tech Mahindra",Data Scientist
9.9,DevOps,SQL,Data Analytics,"Google, Microsoft, IBM",DevOps Engineer
6.6,Cloud,Go,Big Data,"Mindtree, Mphasis, NIIT Technologies",DevOps Engineer
8.0,Cybersecurity,Rust,Cybersecurity,"Capgemini, Oracle, Infosys",Cloud Engineer
8.5,DevOps,SQL,Data Analytics,"TCS, IBM, Oracle",System Engineer
8.8,DevOps,Go,DevOps,"Infosys, IBM, SAP",DevOps Engineer
8.2,AIML,R,Data Analytics,"IBM, TCS, Oracle",Data Scientist
6.0,Web Dev,SQL,Data Analytics,"NIIT Technologies, Mindtree, Birlasoft",Web Developer
7.3,Software Dev,Java,Big Data,"Infosys, Wipro, HCL",Data Analyst
8.1,AIML,Python,Big Data,"IBM, SAP, Oracle",Data Scientist
6.4,Cloud,Go,Cloud Computing,"Birlasoft, Mphasis, NIIT Technologies",DevOps Engineer
7.4,AIML,Python,ML,"Wipro, Tech Mahindra, Infosys",Data Scientist
6.1,Software Dev,Java,Big Data,"Birlasoft, Mphasis, HCL",Data Analyst
6.3,Cybersecurity,Rust,Cybersecurity,"NIIT Technologies, Birlasoft, Mphasis",Cybersecurity Engineer
7.6,AIML,R,Data Analytics,"Wipro, Tech Mahindra, HCL",Data Scientist
6.5,Cybersecurity,Rust,Cybersecurity,"Mindtree, Birlasoft, NIIT Technologies",Cybersecurity Engineer
8.3,DevOps,SQL,DBMS,"Infosys, Capgemini, Oracle",System Engineer
8.8,DevOps,Go,DevOps,"Infosys, Capgemini, IBM",System Engineer
9.2,DevOps,Go,DevOps,"Apple, IBM, Amazon",DevOps Engineer
6.8,Software Dev,C#,DBMS,"Birlasoft, Mphasis, Mindtree",Software Developer
6.7,Cloud,SQL,DBMS,"Birlasoft, Mindtree, Mphasis",DevOps Engineer
6.4,Web Dev,JavaScript,Front End,"Birlasoft, Mphasis, NIIT Technologies",Web Developer
8.5,Software Dev,Python,Big Data,"SAP, Oracle, Infosys",Data Analyst
8.8,DevOps,TypeScript,DevOps,"Capgemini, SAP, IBM",System Engineer
6.1,AIML,Java,AI,"Mphasis, Birlasoft, NIIT Technologies",Data Scientist
9.7,AIML,Java,Big Data,"OpenAI, NVIDIA, Microsoft",AI Engineer
6.2,AIML,R,Data Analytics,"Mindtree, Birlasoft, HCL",Data Scientist
8.2,Cybersecurity,C++,Cybersecurity,"Oracle, IBM, Infosys",Cloud Engineer
8.8,Software Dev,C#,DBMS,"IBM, Capgemini, TCS",Software Developer
9.5,DevOps,Go,Cloud Computing,"Amazon, NVIDIA, IBM",DevOps Engineer
8.9,DevOps,Go,DevOps,"Oracle, SAP, Capgemini",System Engineer
9.2,Cybersecurity,C++,AI,"Amazon, OpenAI, Apple",Cybersecurity Engineer
7.4,Web Dev,TypeScript,Backend,"Cognizant, TCS, HCL",Software Developer
9.3,Web Dev,SQL,DBMS,"Amazon, NVIDIA, IBM",Software Developer
6.3,DevOps,TypeScript,Backend,"Mindtree, HCL, Birlasoft",System Engineer
9.6,DevOps,Go,DevOps,"Amazon, Google, Apple",DevOps Engineer
8.2,Software Dev,Python,Big Data,"Capgemini, Infosys, SAP",System Engineer
9.3,Web Dev,TypeScript,Front End,"Google, IBM, OpenAI",Web Developer
7.8,Software Dev,Java,Big Data,"HCL, Wipro, Cognizant",Data Analyst
8.6,Cloud,Go,Cloud Computing,"Capgemini, Oracle, TCS",DevOps Engineer
8.1,Web Dev,JavaScript,Backend,"Infosys, IBM, Oracle",Software Developer
8.9,DevOps,TypeScript,DevOps,"TCS, Infosys, Oracle",DevOps Engineer
6.3,Cybersecurity,Rust,Cybersecurity,"Mindtree, HCL, NIIT Technologies",Cloud Engineer
6.2,Software Dev,Python,Data Analytics,"Mphasis, Mindtree, Birlasoft",System Engineer
7.0,Web Dev,JavaScript,Backend,"Tech Mahindra, Cognizant, Wipro",Web Developer
6.6,Cloud,SQL,DBMS,"NIIT Technologies, Birlasoft, Mphasis",Cloud Engineer
9.5,Cloud,Python,DevOps,"Google, Amazon, OpenAI",DevOps Engineer
6.9,Cybersecurity,Rust,Front End,"NIIT Technologies, Mindtree, Mphasis",Cybersecurity Engineer
9.9,AIML,Python,ML,"Amazon, OpenAI, IBM",AI Engineer
7.3,Software Dev,Python,Big Data,"Infosys, HCL, Tech Mahindra",System Engineer
6.7,Cybersecurity,C++,Cybersecurity,"Mindtree, Mphasis, Birlasoft",Cybersecurity Engineer
9.2,Cloud,Python,DevOps,"Google, Microsoft, IBM",Cloud Engineer
8.6,DevOps,Go,Cloud Computing,"Infosys, IBM, TCS",System Engineer
8.0,Cybersecurity,Rust,Cybersecurity,"IBM, Infosys, Oracle",Cloud Engineer
8.2,Software Dev,Python,Big Data,"SAP, Capgemini, TCS",Data Analyst
8.9,DevOps,TypeScript,Backend,"SAP, Infosys, Oracle",DevOps Engineer
6.9,DevOps,TypeScript,Backend,"NIIT Technologies, Mphasis, Birlasoft",System Engineer
10.0,Cybersecurity,Rust,Front End,"Amazon, Google, NVIDIA",Cloud Engineer
9.9,Cybersecurity,C++,AI,"IBM, Amazon, Microsoft",Cloud Engineer
8.6,Web Dev,TypeScript,Backend,"Infosys, Oracle, IBM",Web Developer
6.8,Cloud,Go,Big Data,"NIIT Technologies, Birlasoft, Mphasis",Cloud Engineer
8.7,Cloud,SQL,Data Analytics,"TCS, IBM, SAP",Cloud Engineer
6.3,Web Dev,SQL,DBMS,"Birlasoft, Mindtree, Mphasis",Software Developer
6.1,Software Dev,Java,Backend,"HCL, Birlasoft, Mindtree",Data Analyst
7.0,Web Dev,SQL,DBMS,"Tech Mahindra, Cognizant, Infosys",Software Developer
7.9,Web Dev,SQL,DBMS,"Infosys, HCL, Tech Mahindra",Software Developer
9.5,AIML,Java,Big Data,"Apple, Google, Amazon",Data Scientist
8.9,DevOps,SQL,DBMS,"SAP, Capgemini, IBM",DevOps Engineer
9.0,Cloud,Python,DevOps,"Apple, Microsoft, Amazon",Cloud Engineer
7.7,Software Dev,Python,Data Analytics,"Cognizant, HCL, Tech Mahindra",Data Analyst
7.4,AIML,Python,ML,"TCS, HCL, Wipro",Data Scientist
7.5,Cloud,SQL,DBMS,"TCS, Tech Mahindra, Wipro",DevOps Engineer
10.0,AIML,Java,AI,"Google, Microsoft, IBM",AI Engineer
6.2,Software Dev,C#,Backend,"NIIT Technologies, HCL, Mindtree",Data Analyst
9.5,AIML,R,Data Analytics,"Google, NVIDIA, OpenAI",Data Scientist
8.3,DevOps,Go,DevOps,"Capgemini, Infosys, Oracle",System Engineer
7.8,Software Dev,Java,Backend,"Wipro, Tech Mahindra, TCS",Data Analyst
8.9,DevOps,SQL,DBMS,"Oracle, Capgemini, SAP",System Engineer
7.9,Cloud,Go,Cloud Computing,"Wipro, Infosys, Tech Mahindra",DevOps Engineer
9.5,Cloud,Go,Cloud Computing,"Google, Amazon, OpenAI",DevOps Engineer
9.6,Cloud,SQL,DBMS,"NVIDIA, OpenAI, Microsoft",DevOps Engineer
7.7,Web Dev,SQL,DBMS,"Cognizant, TCS, Wipro",Software Developer
7.1,DevOps,SQL,Data Analytics,"Tech Mahindra, Cognizant, TCS",System Engineer
8.4,AIML,Python,ML,"Infosys, SAP, Capgemini",AI Engineer
9.6,Cloud,Python,Cloud Computing,"OpenAI, Microsoft, Amazon",Cloud Engineer
6.8,AIML,Python,ML,"Birlasoft, Mphasis, Mindtree",Data Scientist
8.5,Cloud,Go,Cloud Computing,"Capgemini, Oracle, IBM",Cloud Engineer
8.5,Cybersecurity,Rust,Front End,"IBM, Infosys, SAP",Cybersecurity Engineer
8.9,Software Dev,C#,DBMS,"Capgemini, Oracle, IBM",Data Analyst
6.5,Cybersecurity,Rust,Front End,"Mphasis, NIIT Technologies, Mindtree",Cybersecurity Engineer
8.9,Cloud,Go,Cloud Computing,"Infosys, Capgemini, SAP",DevOps Engineer
9.6,Cloud,SQL,Data Analytics,"Google, IBM, Apple",Cloud Engineer
6.7,Web Dev,TypeScript,Front End,"Mindtree, Mphasis, Birlasoft",Web Developer
7.0,Software Dev,Java,Big Data,"HCL, Cognizant, Wipro",Data Analyst
9.9,Software Dev,Java,Big Data,"IBM, NVIDIA, Amazon",Software Developer
6.7,Web Dev,SQL,Data Analytics,"Mindtree, Birlasoft, NIIT Technologies",Web Developer
9.4,AIML,Java,Big Data,"NVIDIA, Apple, Amazon",Data Scientist
8.0,Cybersecurity,C++,AI,"Oracle, TCS, Infosys",Cybersecurity Engineer
7.0,Cloud,Python,DevOps,"TCS, HCL, Tech Mahindra",DevOps Engineer
9.5,Software Dev,Java,Backend,"Apple, Google, Amazon",System Engineer
7.8,DevOps,Go,DevOps,"Cognizant, Infosys, HCL",System Engineer
8.1,Cloud,Python,DevOps,"TCS, Oracle, IBM",DevOps Engineer
7.4,Cloud,Go,Cloud Computing,"Infosys, Wipro, HCL",Cloud Engineer
8.4,AIML,R,Data Analytics,"SAP, Oracle, Capgemini",AI Engineer
6.7,Cybersecurity,C++,AI,"Mphasis, Mindtree, NIIT Technologies",Cybersecurity Engineer
7.6,Cybersecurity,C++,AI,"Infosys, Tech Mahindra, HCL",Cloud Engineer
9.9,Cybersecurity,C++,AI,"Apple, IBM, Amazon",Cloud Engineer
7.0,Cloud,SQL,DBMS,"Infosys, Wipro, Cognizant",Cloud Engineer
8.6,Web Dev,JavaScript,Front End,"IBM, TCS, Infosys",Web Developer
7.3,Cloud,SQL,DBMS,"TCS, Wipro, Tech Mahindra",Cloud Engineer
9.1,DevOps,Go,Cloud Computing,"Google, OpenAI, Amazon",DevOps Engineer
6.5,Web Dev,SQL,Data Analytics,"NIIT Technologies, Mindtree, Mphasis",Web Developer
9.9,Cybersecurity,C++,AI,"NVIDIA, Google, Apple",Cybersecurity Engineer
7.8,AIML,Python,Big Data,"HCL, Tech Mahindra, Cognizant",Data Scientist
6.9,Web Dev,TypeScript,Backend,"Mphasis, NIIT Technologies, Birlasoft",Web Developer
6.3,AIML,R,ML,"NIIT Technologies, Mphasis, HCL",Data Scientist
6.7,Software Dev,C#,Backend,"NIIT Technologies, Mphasis, Mindtree",Software Developer
8.1,DevOps,SQL,Data Analytics,"IBM, SAP, Capgemini",DevOps Engineer
7.3,DevOps,SQL,Data Analytics,"Infosys, TCS, HCL",DevOps Engineer
9.3,Software Dev,Java,Big Data,"OpenAI, Google, IBM",System Engineer
7.7,Cloud,SQL,DBMS,"Tech Mahindra, HCL, TCS",Cloud Engineer
7.0,Web Dev,JavaScript,Front End,"HCL, TCS, Cognizant",Software Developer
8.5,Cloud,SQL,Data Analytics,"Infosys, TCS, IBM",Cloud Engineer
8.8,Software Dev,C#,DBMS,"TCS, Oracle, Infosys",Data Analyst
6.7,Cybersecurity,Rust,Cybersecurity,"Birlasoft, Mphasis, NIIT Technologies",Cybersecurity Engineer
6.7,Web Dev,JavaScript,Front End,"Mphasis, NIIT Technologies, Birlasoft",Web Developer
6.1,DevOps,Go,DevOps,"Birlasoft, Mindtree, HCL",DevOps Engineer
8.9,DevOps,SQL,Data Analytics,"TCS, Capgemini, IBM",System Engineer
8.7,DevOps,Go,DevOps,"SAP, IBM, TCS",DevOps Engineer
7.9,DevOps,SQL,Data Analytics,"TCS, HCL, Cognizant",DevOps Engineer
9.4,Web Dev,JavaScript,Front End,"OpenAI, Google, Amazon",Web Developer
9.2,Cloud,Python,DevOps,"Microsoft, IBM, OpenAI",Cloud Engineer
8.3,AIML,R,ML,"Capgemini, Infosys, Oracle",Data Scientist
9.5,AIML,R,ML,"IBM, Apple, Amazon",Data Scientist
6.8,Cybersecurity,Rust,Cybersecurity,"Mindtree, NIIT Technologies, Mphasis",Cybersecurity Engineer
6.4,Cybersecurity,Rust,Cybersecurity,"NIIT Technologies, Birlasoft, Mphasis",Cloud Engineer
7.1,Web Dev,TypeScript,Front End,"Cognizant, Tech Mahindra, HCL",Web Developer
6.2,AIML,Python,ML,"Mphasis, HCL, Mindtree",Data Scientist
8.1,Software Dev,Java,Backend,"SAP, Capgemini, IBM",Software Developer
9.7,Web Dev,TypeScript,Backend,"IBM, OpenAI, Amazon",Web Developer
6.2,Software Dev,Java,Backend,"Birlasoft, NIIT Technologies, Mindtree",Software Developer
6.5,AIML,R,ML,"Birlasoft, NIIT Technologies, Mindtree",Data Scientist
7.8,AIML,Java,Big Data,"Infosys, Cognizant, TCS",Data Scientist
9.7,DevOps,SQL,Data Analytics,"NVIDIA, Amazon, Google",System Engineer
7.3,Cybersecurity,Rust,Front End,"Infosys, HCL, Wipro",Cloud Engineer
8.0,Web Dev,TypeScript,Backend,"SAP, IBM, Infosys",Software Developer
6.2,DevOps,Go,DevOps,"Mphasis, NIIT Technologies, Birlasoft",System Engineer
6.6,AIML,Python,ML,"NIIT Technologies, Birlasoft, Mphasis",Data Scientist
9.9,Web Dev,JavaScript,Front End,"Microsoft, OpenAI, IBM",Web Developer
9.9,DevOps,Go,Cloud Computing,"Apple, NVIDIA, Amazon",System Engineer
6.0,DevOps,TypeScript,Backend,"HCL, NIIT Technologies, Birlasoft",System Engineer
9.8,Cloud,Python,DevOps,"Google, Amazon, NVIDIA",Cloud Engineer
8.6,Cybersecurity,Rust,Cybersecurity,"Capgemini, IBM, TCS",Cybersecurity Engineer
9.5,Software Dev,C#,Backend,"IBM, Amazon, NVIDIA",Data Analyst
7.8,Cloud,Python,Cloud Computing,"Tech Mahindra, Wipro, HCL",Cloud Engineer
8.1,DevOps,TypeScript,DevOps,"IBM, Capgemini, TCS",System Engineer
8.0,Software Dev,Python,Data Analytics,"SAP, Oracle, Infosys",Software Developer
8.7,Cybersecurity,C++,Cybersecurity,"Infosys, Oracle, Capgemini",Cloud Engineer
6.6,Web Dev,SQL,Data Analytics,"Mindtree, NIIT Technologies, Mphasis",Web Developer
6.1,Web Dev,TypeScript,Front End,"Mphasis, HCL, NIIT Technologies",Web Developer
7.2,Cloud,Python,DevOps,"HCL, Tech Mahindra, Wipro",Cloud Engineer
8.8,DevOps,SQL,DBMS,"TCS, IBM, Oracle",System Engineer
6.8,AIML,Python,ML,"Mphasis, Mindtree, Birlasoft",Data Scientist
8.7,DevOps,SQL,Data Analytics,"Oracle, Infosys, IBM",System Engineer
9.9,Cybersecurity,C++,AI,"Apple, NVIDIA, Microsoft",Cybersecurity Engineer
6.4,Cloud,Python,DevOps,"Birlasoft, HCL, Mphasis",Cloud Engineer
8.7,AIML,Java,AI,"IBM, TCS, Infosys",Data Scientist
7.8,Cloud,Go,Big Data,"Wipro, Tech Mahindra, Infosys",DevOps Engineer
9.5,Web Dev,JavaScript,Backend,"Apple, OpenAI, Amazon",Web Developer
6.7,Web Dev,JavaScript,Backend,"Mindtree, Birlasoft, Mphasis",Web Developer
8.8,AIML,R,Data Analytics,"Capgemini, Oracle, SAP",Data Scientist
9.4,Cybersecurity,Rust,Cybersecurity,"Apple, NVIDIA, Amazon",Cloud Engineer
9.8,Cybersecurity,Rust,Front End,"Apple, OpenAI, Google",Cybersecurity Engineer
8.7,Cloud,SQL,DBMS,"Capgemini, Infosys, IBM",DevOps Engineer
8.0,Cybersecurity,C++,Cybersecurity,"IBM, SAP, Oracle",Cybersecurity Engineer
8.5,Cloud,SQL,DBMS,"IBM, TCS, SAP",DevOps Engineer
9.5,Cloud,Python,Cloud Computing,"NVIDIA, OpenAI, Amazon",Cloud Engineer
8.3,DevOps,Go,Cloud Computing,"TCS, SAP, IBM",DevOps Engineer
6.1,Cybersecurity,C++,Cybersecurity,"Birlasoft, Mindtree, HCL",Cybersecurity Engineer
9.7,Cybersecurity,C++,Cybersecurity,"OpenAI, Amazon, Microsoft",Cybersecurity Engineer
8.8,Cloud,Python,DevOps,"Infosys, IBM, Capgemini",DevOps Engineer
8.7,AIML,Java,Big Data,"SAP, Infosys, IBM",Data Scientist
6.9,Software Dev,C#,Backend,"Birlasoft, Mindtree, NIIT Technologies",Data Analyst
8.6,AIML,R,ML,"Infosys, Capgemini, Oracle",AI Engineer
7.6,Cloud,Go,Big Data,"TCS, Wipro, Cognizant",Cloud Engineer
8.6,Cloud,SQL,Data Analytics,"Infosys, IBM, TCS",DevOps Engineer
6.4,AIML,Java,Big Data,"Mindtree, HCL, NIIT Technologies",Data Scientist
8.6,Web Dev,SQL,Data Analytics,"Infosys, SAP, Oracle",Software Developer
10.0,Cybersecurity,Rust,Cybersecurity,"OpenAI, Microsoft, Apple",Cybersecurity Engineer
6.2,Web Dev,TypeScript,Backend,"NIIT Technologies, Mphasis, HCL",Software Developer
9.9,AIML,R,ML,"OpenAI, NVIDIA, Apple",AI Engineer
7.6,AIML,R,ML,"HCL, Infosys, TCS",Data Scientist
9.5,AIML,R,Data Analytics,"Google, Microsoft, NVIDIA",AI Engineer
9.1,Web Dev,SQL,Data Analytics,"Microsoft, IBM, Amazon",Web Developer
8.3,DevOps,TypeScript,Backend,"Oracle, IBM, Infosys",DevOps Engineer
9.0,Cybersecurity,C++,Cybersecurity,"Google, Apple, OpenAI",Cybersecurity Engineer
9.5,DevOps,Go,Cloud Computing,"Google, OpenAI, NVIDIA",System Engineer
7.6,AIML,Python,Big Data,"Infosys, TCS, Tech Mahindra",Data Scientist
7.3,Software Dev,Python,Big Data,"Infosys, Cognizant, HCL",Software Developer
8.7,Cloud,SQL,Data Analytics,"Infosys, SAP, Capgemini",Cloud Engineer
9.2,Cloud,Go,Big Data,"Google, Apple, IBM",Cloud Engineer
9.0,Software Dev,Python,Data Analytics,"IBM, OpenAI, Apple",Software Developer
9.2,Software Dev,Python,Big Data,"NVIDIA, Microsoft, Amazon",Data Analyst
7.7,Web Dev,SQL,DBMS,"Tech Mahindra, Cognizant, Infosys",Software Developer
9.3,Cloud,Python,Cloud Computing,"Amazon, Apple, NVIDIA",Cloud Engineer
6.5,Software Dev,Python,Big Data,"Mindtree, Mphasis, Birlasoft",System Engineer
8.2,Cybersecurity,C++,AI,"IBM, Infosys, TCS",Cybersecurity Engineer
6.0,DevOps,TypeScript,Backend,"NIIT Technologies, Mphasis, HCL",DevOps Engineer
7.3,Cybersecurity,Rust,Cybersecurity,"Wipro, Infosys, Tech Mahindra",Cloud Engineer
7.5,Cloud,Go,Cloud Computing,"Tech Mahindra, HCL, TCS",Cloud Engineer
7.6,Software Dev,Python,Big Data,"Wipro, TCS, HCL",Software Developer
8.8,Cybersecurity,C++,AI,"TCS, Oracle, SAP",Cloud Engineer
7.6,Web Dev,SQL,Data Analytics,"TCS, Wipro, Cognizant",Software Developer
7.8,Cloud,SQL,DBMS,"Cognizant, HCL, TCS",Cloud Engineer
7.0,DevOps,Go,DevOps,"HCL, TCS, Infosys",DevOps Engineer
7.5,AIML,Java,Big Data,"Infosys, Tech Mahindra, Wipro",Data Scientist
6.9,Web Dev,SQL,DBMS,"Mindtree, Birlasoft, Mphasis",Web Developer
6.3,AIML,Python,ML,"HCL, Mindtree, Birlasoft",Data Scientist
8.4,Cybersecurity,Rust,Front End,"IBM, Capgemini, Infosys",Cybersecurity Engineer
8.7,Web Dev,JavaScript,Backend,"SAP, TCS, Infosys",Web Developer
8.5,DevOps,Go,Cloud Computing,"Capgemini, SAP, Infosys",System Engineer
7.9,DevOps,SQL,DBMS,"Infosys, TCS, Cognizant",System Engineer
7.5,Cybersecurity,Rust,Front End,"Tech Mahindra, Infosys, Cognizant",Cybersecurity Engineer
9.5,DevOps,TypeScript,Backend,"Apple, OpenAI, NVIDIA",DevOps Engineer
8.1,Web Dev,JavaScript,Front End,"Infosys, IBM, Oracle",Software Developer
7.9,Cloud,Go,Cloud Computing,"TCS, Wipro, Cognizant",Cloud Engineer
6.1,AIML,R,Data Analytics,"Mindtree, Birlasoft, Mphasis",Data Scientist
7.4,Web Dev,TypeScript,Backend,"Infosys, TCS, Cognizant",Web Developer
7.5,Web Dev,JavaScript,Backend,"Wipro, Tech Mahindra, Cognizant",Web Developer
7.6,AIML,Java,AI,"Cognizant, TCS, Infosys",Data Scientist
8.3,Web Dev,JavaScript,Front End,"IBM, TCS, Capgemini",Web Developer
8.1,Cybersecurity,C++,AI,"Capgemini, Oracle, IBM",Cloud Engineer
8.4,AIML,Java,AI,"Infosys, Oracle, IBM",Data Scientist
9.1,AIML,Python,Big Data,"IBM, Apple, OpenAI",Data Scientist
9.3,Web Dev,TypeScript,Backend,"Google, IBM, OpenAI",Web Developer
8.9,DevOps,SQL,DBMS,"SAP, Capgemini, TCS",DevOps Engineer
9.8,Web Dev,TypeScript,Front End,"OpenAI, Microsoft, NVIDIA",Software Developer
6.1,Web Dev,SQL,Data Analytics,"HCL, Mphasis, Mindtree",Web Developer
6.8,Cloud,Go,Big Data,"Mindtree, Birlasoft, Mphasis",Cloud Engineer
6.0,DevOps,Go,DevOps,"Birlasoft, Mindtree, HCL",DevOps Engineer
8.6,Cloud,SQL,DBMS,"Infosys, Oracle, Capgemini",Cloud Engineer
9.6,Cloud,SQL,DBMS,"Amazon, Microsoft, IBM",DevOps Engineer
7.0,AIML,Java,Big Data,"Wipro, TCS, HCL",Data Scientist
9.7,DevOps,TypeScript,DevOps,"Apple, OpenAI, IBM",System Engineer
6.2,Web Dev,TypeScript,Backend,"NIIT Technologies, Birlasoft, Mindtree",Web Developer
9.7,Web Dev,TypeScript,Front End,"Amazon, NVIDIA, OpenAI",Software Developer
7.4,Web Dev,JavaScript,Backend,"HCL, Tech Mahindra, TCS",Software Developer
6.4,Cybersecurity,C++,Cybersecurity,"Birlasoft, Mindtree, HCL",Cybersecurity Engineer
7.9,Web Dev,SQL,Data Analytics,"Tech Mahindra, HCL, TCS",Software Developer
7.0,Cloud,Python,DevOps,"Cognizant, Tech Mahindra, HCL",Cloud Engineer
7.1,Cybersecurity,Rust,Front End,"Wipro, Cognizant, Tech Mahindra",Cloud Engineer
7.2,Cloud,Go,Big Data,"Wipro, Infosys, HCL",Cloud Engineer
9.2,DevOps,SQL,DBMS,"IBM, OpenAI, Amazon",DevOps Engineer
8.2,Cybersecurity,C++,AI,"IBM, Oracle, SAP",Cybersecurity Engineer
7.2,Software Dev,Python,Big Data,"Tech Mahindra, Cognizant, Infosys",System Engineer
8.4,Software Dev,Python,Data Analytics,"Capgemini, IBM, Infosys",Data Analyst
8.9,AIML,Java,AI,"Oracle, Capgemini, SAP",AI Engineer
7.1,Software Dev,Java,Backend,"Infosys, Tech Mahindra, TCS",Software Developer
7.7,Cloud,SQL,Data Analytics,"HCL, Wipro, Infosys",DevOps Engineer
6.5,DevOps,Go,Cloud Computing,"Birlasoft, NIIT Technologies, Mindtree",DevOps Engineer
6.7,Cybersecurity,C++,Cybersecurity,"Birlasoft, NIIT Technologies, Mindtree",Cybersecurity Engineer
8.7,Web Dev,TypeScript,Backend,"Infosys, Oracle, SAP",Web Developer
6.7,AIML,R,Data Analytics,"Mindtree, Mphasis, Birlasoft",Data Scientist
8.1,DevOps,Go,Cloud Computing,"Infosys, TCS, IBM",System Engineer
8.8,Cybersecurity,Rust,Cybersecurity,"SAP, Infosys, Oracle",Cybersecurity Engineer
6.4,Cybersecurity,Rust,Front End,"Mphasis, Mindtree, Birlasoft",Cloud Engineer
8.3,Web Dev,SQL,DBMS,"Infosys, IBM, Oracle",Web Developer
7.0,Cloud,SQL,Data Analytics,"Cognizant, Infosys, Tech Mahindra",DevOps Engineer
9.9,DevOps,Go,Cloud Computing,"Apple, NVIDIA, Google",System Engineer
7.9,Cybersecurity,C++,AI,"Tech Mahindra, HCL, TCS",Cybersecurity Engineer
9.2,AIML,R,ML,"Amazon, NVIDIA, Google",AI Engineer
8.2,Software Dev,Java,Backend,"SAP, IBM, Oracle",Software Developer
6.2,Cybersecurity,Rust,Cybersecurity,"Mphasis, NIIT Technologies, HCL",Cybersecurity Engineer
8.5,Web Dev,JavaScript,Front End,"TCS, SAP, Capgemini",Web Developer
9.8,Cloud,Go,Big Data,"OpenAI, Amazon, Microsoft",DevOps Engineer
8.4,AIML,Python,Big Data,"IBM, TCS, SAP",AI Engineer
9.3,AIML,Java,AI,"OpenAI, IBM, NVIDIA",Data Scientist
9.5,Cloud,Python,DevOps,"NVIDIA, OpenAI, Apple",DevOps Engineer
6.9,AIML,R,ML,"Birlasoft, Mphasis, Mindtree",Data Scientist
6.8,Cybersecurity,C++,AI,"NIIT Technologies, Mindtree, Mphasis",Cybersecurity Engineer
8.4,Web Dev,JavaScript,Front End,"Capgemini, Oracle, SAP",Software Developer
7.6,AIML,Python,Big Data,"Wipro, TCS, Tech Mahindra",Data Scientist
9.4,DevOps,SQL,DBMS,"NVIDIA, Microsoft, Amazon",DevOps Engineer
9.6,Software Dev,Java,Big Data,"NVIDIA, Amazon, Google",Data Analyst
7.4,Software Dev,Java,Backend,"HCL, Cognizant, Tech Mahindra",Data Analyst
6.9,DevOps,SQL,Data Analytics,"Mindtree, Mphasis, Birlasoft",DevOps Engineer
9.1,DevOps,TypeScript,DevOps,"NVIDIA, Microsoft, IBM",System Engineer
7.1,Web Dev,JavaScript,Front End,"HCL, Tech Mahindra, TCS",Web Developer
9.3,Web Dev,JavaScript,Backend,"NVIDIA, IBM, Google",Web Developer
7.7,DevOps,TypeScript,DevOps,"Cognizant, Wipro, Tech Mahindra",System Engineer
8.7,DevOps,SQL,DBMS,"SAP, Capgemini, IBM",DevOps Engineer
6.4,Web Dev,JavaScript,Backend,"Birlasoft, NIIT Technologies, Mindtree",Web Developer
8.5,Cybersecurity,Rust,Cybersecurity,"Oracle, IBM, SAP",Cloud Engineer
7.8,Cloud,Go,Cloud Computing,"Infosys, Wipro, TCS",Cloud Engineer
