CGPA,Internship Type,Programming Language,Technology,Company,Job Role
6.5,Software Dev,Python,Big Data,Mphasis,Data Analyst
6.4,Web Dev,SQL,DBMS,Mindtree,Web Developer
9.6,Software Dev,Python,Data Analytics,OpenAI,Data Analyst
8.7,DevOps,Go,DevOps,Capgemini,System Engineer
9.3,DevOps,Go,Cloud Computing,Apple,System Engineer
9.5,AIML,Java,Big Data,Microsoft,Data Scientist
8.3,AIML,Java,Big Data,Capgemini,Data Scientist
8.1,Cloud,Go,Big Data,IBM,DevOps Engineer
7.7,DevOps,TypeScript,Backend,Cognizant,System Engineer
7.3,Web Dev,JavaScript,Front End,Wipro,Web Developer
7.7,AIML,Python,ML,Cognizant,Data Scientist
9.1,AIML,Python,ML,Apple,Data Scientist
8.4,DevOps,Go,DevOps,SAP,System Engineer
9.6,DevOps,SQL,Data Analytics,Microsoft,System Engineer
7.8,Cybersecurity,Rust,Cybersecurity,Tech Mahindra,Cybersecurity Engineer
8.4,Software Dev,C#,Backend,Oracle,Data Analyst
8.5,Software Dev,Python,Data Analytics,SAP,Data Analyst
8.4,Web Dev,TypeScript,Backend,Oracle,Software Developer
8.8,AIML,Java,AI,SAP,AI Engineer
6.9,Software Dev,C#,DBMS,Mphasis,Data Analyst
8.0,AIML,Java,Big Data,SAP,AI Engineer
6.4,Web Dev,JavaScript,Front End,Mphasis,Software Developer
7.5,Software Dev,Python,Data Analytics,Infosys,Data Analyst
8.0,Web Dev,TypeScript,Backend,Capgemini,Software Developer
8.6,Software Dev,C#,Backend,TCS,Data Analyst
9.8,Software Dev,Python,Data Analytics,OpenAI,Data Analyst
8.4,AIML,Python,Big Data,IBM,AI Engineer
9.0,Web Dev,TypeScript,Backend,OpenAI,Web Developer
8.0,AIML,R,Data Analytics,TCS,Data Scientist
8.5,Web Dev,JavaScript,Front End,Capgemini,Software Developer
6.3,Web Dev,TypeScript,Backend,Mphasis,Web Developer
7.0,Web Dev,SQL,Data Analytics,HCL,Software Developer
7.4,DevOps,Go,DevOps,HCL,System Engineer
7.9,Software Dev,Java,Big Data,Cognizant,Software Developer
6.2,DevOps,Go,Cloud Computing,Birlasoft,DevOps Engineer
6.6,Cloud,SQL,DBMS,Mphasis,Cloud Engineer
7.1,Cybersecurity,Rust,Front End,Cognizant,Cybersecurity Engineer
9.9,DevOps,TypeScript,DevOps,IBM,System Engineer
7.3,Software Dev,Java,Backend,Infosys,Data Analyst
7.9,Cloud,Go,Big Data,Infosys,Cloud Engineer
6.8,DevOps,TypeScript,DevOps,Birlasoft,DevOps Engineer
8.4,Web Dev,TypeScript,Backend,Oracle,Software Developer
7.1,AIML,Python,ML,TCS,Data Scientist
6.8,Cybersecurity,Rust,Cybersecurity,Mindtree,Cloud Engineer
8.1,Cloud,SQL,Data Analytics,SAP,Cloud Engineer
6.0,Software Dev,C#,Backend,NIIT Technologies,Data Analyst
6.0,Cloud,Go,Big Data,Mphasis,DevOps Engineer
6.9,Web Dev,TypeScript,Backend,NIIT Technologies,Software Developer
6.1,Cybersecurity,C++,AI,NIIT Technologies,Cybersecurity Engineer
6.4,Software Dev,Java,Backend,Mphasis,Data Analyst
7.4,Cybersecurity,C++,AI,Cognizant,Cybersecurity Engineer
9.2,DevOps,Go,Cloud Computing,Apple,System Engineer
8.3,Cybersecurity,Rust,Front End,Capgemini,Cybersecurity Engineer
8.1,DevOps,Go,Cloud Computing,Capgemini,System Engineer
7.2,Web Dev,TypeScript,Front End,Tech Mahindra,Web Developer
9.7,AIML,R,ML,Google,AI Engineer
7.6,Cloud,Python,DevOps,TCS,Cloud Engineer
6.3,Cybersecurity,Rust,Cybersecurity,NIIT Technologies,Cybersecurity Engineer
8.5,Software Dev,Java,Backend,SAP,Data Analyst
6.5,Software Dev,Java,Backend,Mphasis,Data Analyst
7.4,Web Dev,JavaScript,Backend,Tech Mahindra,Web Developer
8.0,AIML,Python,Big Data,Infosys,Data Scientist
9.5,Web Dev,TypeScript,Backend,IBM,Web Developer
8.0,Cloud,SQL,Data Analytics,TCS,Cloud Engineer
8.8,Cloud,Go,Big Data,Oracle,Cloud Engineer
10.0,AIML,Python,ML,Google,AI Engineer
6.5,Software Dev,Python,Data Analytics,Mindtree,Software Developer
7.1,Cloud,Python,DevOps,Tech Mahindra,DevOps Engineer
7.6,Web Dev,TypeScript,Backend,Infosys,Software Developer
7.7,DevOps,Go,Cloud Computing,TCS,System Engineer
7.6,Web Dev,JavaScript,Backend,Cognizant,Web Developer
9.6,AIML,Java,AI,IBM,AI Engineer
8.9,Cybersecurity,C++,Cybersecurity,Capgemini,Cloud Engineer
8.4,DevOps,Go,Cloud Computing,TCS,System Engineer
7.2,AIML,Java,AI,TCS,Data Scientist
9.3,Software Dev,C#,DBMS,IBM,Software Developer
9.8,AIML,Python,Big Data,NVIDIA,AI Engineer
9.3,Software Dev,Java,Backend,Apple,Data Analyst
6.0,DevOps,TypeScript,Backend,NIIT Technologies,DevOps Engineer
8.5,Software Dev,C#,DBMS,Capgemini,Data Analyst
6.2,DevOps,SQL,Data Analytics,NIIT Technologies,System Engineer
7.0,Cloud,Go,Big Data,TCS,Cloud Engineer
6.2,Cybersecurity,Rust,Front End,Birlasoft,Cybersecurity Engineer
8.4,Cybersecurity,C++,AI,TCS,Cybersecurity Engineer
8.7,Software Dev,Python,Big Data,Infosys,Data Analyst
6.5,Software Dev,Java,Big Data,Mphasis,Data Analyst
7.5,AIML,R,Data Analytics,Cognizant,Data Scientist
7.8,Cloud,Python,DevOps,Infosys,Cloud Engineer
7.5,Cloud,Python,DevOps,Cognizant,Cloud Engineer
6.5,DevOps,Go,DevOps,Birlasoft,System Engineer
7.7,Cybersecurity,C++,Cybersecurity,TCS,Cybersecurity Engineer
9.0,Cybersecurity,C++,AI,IBM,Cybersecurity Engineer
6.3,Software Dev,Java,Big Data,NIIT Technologies,Data Analyst
6.3,AIML,R,Data Analytics,NIIT Technologies,Data Scientist
7.4,Cybersecurity,C++,Cybersecurity,Infosys,Cybersecurity Engineer
9.8,Web Dev,SQL,DBMS,IBM,Web Developer
8.7,Cybersecurity,C++,AI,Oracle,Cybersecurity Engineer
8.7,Software Dev,Python,Data Analytics,Infosys,Data Analyst
7.4,Software Dev,Python,Big Data,Wipro,System Engineer
8.4,Cybersecurity,Rust,Cybersecurity,IBM,Cybersecurity Engineer
6.0,Web Dev,SQL,Data Analytics,Mindtree,Software Developer
8.5,Cybersecurity,C++,Cybersecurity,Capgemini,Cybersecurity Engineer
9.7,Cybersecurity,C++,Cybersecurity,Apple,Cybersecurity Engineer
8.5,DevOps,TypeScript,Backend,IBM,System Engineer
9.5,Cloud,Go,Cloud Computing,IBM,DevOps Engineer
8.9,DevOps,TypeScript,Backend,TCS,System Engineer
6.5,Web Dev,JavaScript,Backend,Birlasoft,Web Developer
9.6,AIML,Java,Big Data,NVIDIA,AI Engineer
6.3,DevOps,Go,DevOps,NIIT Technologies,System Engineer
8.1,Software Dev,Java,Backend,SAP,Software Developer
6.6,Cloud,SQL,Data Analytics,NIIT Technologies,DevOps Engineer
6.0,Cybersecurity,Rust,Front End,NIIT Technologies,Cybersecurity Engineer
7.7,Cybersecurity,Rust,Cybersecurity,Tech Mahindra,Cybersecurity Engineer
7.2,Web Dev,JavaScript,Backend,TCS,Web Developer
7.9,Software Dev,Python,Data Analytics,Infosys,Software Developer
8.3,Cloud,Go,Big Data,Infosys,Cloud Engineer
6.2,Cloud,Go,Cloud Computing,Birlasoft,DevOps Engineer
6.5,Cloud,Go,Cloud Computing,Mphasis,Cloud Engineer
8.2,AIML,R,ML,TCS,Data Scientist
7.4,AIML,R,ML,Wipro,Data Scientist
8.9,Software Dev,Python,Data Analytics,SAP,Data Analyst
8.6,Cybersecurity,C++,AI,Infosys,Cybersecurity Engineer
9.4,Software Dev,Java,Backend,Amazon,Data Analyst
8.8,AIML,Java,Big Data,Infosys,AI Engineer
7.7,AIML,Python,ML,HCL,Data Scientist
8.7,Cloud,Python,Cloud Computing,Capgemini,Cloud Engineer
7.1,Cloud,SQL,DBMS,Wipro,DevOps Engineer
7.2,Cloud,SQL,Data Analytics,Infosys,Cloud Engineer
9.2,Web Dev,TypeScript,Front End,Microsoft,Web Developer
7.8,DevOps,Go,DevOps,TCS,System Engineer
9.2,AIML,R,ML,Microsoft,Data Scientist
9.3,Cybersecurity,Rust,Cybersecurity,Microsoft,Cybersecurity Engineer
9.4,Web Dev,JavaScript,Backend,OpenAI,Software Developer
9.7,Web Dev,JavaScript,Front End,Amazon,Web Developer
7.7,Web Dev,JavaScript,Front End,HCL,Web Developer
7.3,Cloud,Python,DevOps,TCS,DevOps Engineer
8.3,AIML,Java,AI,Infosys,AI Engineer
7.5,Cloud,SQL,DBMS,TCS,Cloud Engineer
8.4,Software Dev,C#,Backend,IBM,Software Developer
8.8,DevOps,SQL,DBMS,Infosys,System Engineer
8.8,Cybersecurity,Rust,Cybersecurity,SAP,Cybersecurity Engineer
7.5,DevOps,TypeScript,DevOps,Cognizant,System Engineer
6.7,Software Dev,Java,Backend,Mphasis,Software Developer
7.7,Cybersecurity,Rust,Front End,HCL,Cybersecurity Engineer
6.6,Cloud,Go,Big Data,Mphasis,DevOps Engineer
9.6,AIML,R,Data Analytics,NVIDIA,Data Scientist
7.4,DevOps,TypeScript,Backend,TCS,System Engineer
6.6,Software Dev,Java,Big Data,Mphasis,Data Analyst
6.1,Cloud,Python,Cloud Computing,Birlasoft,DevOps Engineer
8.6,Web Dev,SQL,Data Analytics,TCS,Web Developer
8.5,Cybersecurity,Rust,Front End,Capgemini,Cybersecurity Engineer
7.4,Cybersecurity,C++,Cybersecurity,Infosys,Cybersecurity Engineer
6.3,AIML,Java,Big Data,Mphasis,Data Scientist
7.6,DevOps,TypeScript,Backend,Infosys,System Engineer
7.2,Cloud,Go,Cloud Computing,Wipro,Cloud Engineer
8.7,Cloud,Python,Cloud Computing,IBM,Cloud Engineer
8.4,Cybersecurity,C++,AI,Oracle,Cybersecurity Engineer
7.5,AIML,R,ML,Infosys,Data Scientist
6.9,Web Dev,JavaScript,Front End,Mindtree,Software Developer
10.0,DevOps,Go,Cloud Computing,IBM,System Engineer
7.8,Web Dev,JavaScript,Backend,Tech Mahindra,Software Developer
8.8,Cybersecurity,Rust,Cybersecurity,Capgemini,Cybersecurity Engineer
6.6,Cybersecurity,C++,Cybersecurity,Mphasis,Cybersecurity Engineer
7.9,AIML,R,Data Analytics,Tech Mahindra,Data Scientist
6.1,DevOps,Go,Cloud Computing,Birlasoft,System Engineer
8.0,AIML,Python,ML,IBM,AI Engineer
9.9,Software Dev,C#,Backend,NVIDIA,Data Analyst
7.5,Web Dev,JavaScript,Backend,Wipro,Software Developer
6.2,Cybersecurity,C++,Cybersecurity,Birlasoft,Cybersecurity Engineer
6.1,AIML,Java,Big Data,Mphasis,Data Scientist
7.6,Web Dev,SQL,DBMS,HCL,Web Developer
6.6,Cloud,Python,DevOps,Birlasoft,Cloud Engineer
6.1,DevOps,Go,Cloud Computing,Mphasis,System Engineer
9.0,Web Dev,TypeScript,Front End,IBM,Web Developer
7.8,Software Dev,Python,Big Data,TCS,Data Analyst
7.2,Web Dev,JavaScript,Front End,Wipro,Web Developer
9.6,DevOps,TypeScript,DevOps,NVIDIA,System Engineer
6.5,AIML,R,Data Analytics,Mphasis,Data Scientist
9.8,DevOps,TypeScript,DevOps,IBM,System Engineer
7.3,Web Dev,SQL,Data Analytics,TCS,Web Developer
9.6,AIML,R,ML,IBM,AI Engineer
8.4,Cloud,Go,Cloud Computing,IBM,Cloud Engineer
9.3,Cybersecurity,C++,AI,Google,Cybersecurity Engineer
9.9,Cloud,Python,DevOps,Apple,DevOps Engineer
7.2,Web Dev,TypeScript,Front End,Cognizant,Web Developer
9.8,Web Dev,JavaScript,Front End,Amazon,Software Developer
7.6,Software Dev,Python,Data Analytics,HCL,Data Analyst
7.5,DevOps,Go,Cloud Computing,HCL,System Engineer
7.4,Cloud,Go,Big Data,Wipro,Cloud Engineer
8.2,Web Dev,SQL,DBMS,Infosys,Web Developer
6.6,DevOps,SQL,DBMS,Birlasoft,System Engineer
8.2,AIML,Java,AI,Infosys,Data Scientist
8.2,AIML,Java,Big Data,Capgemini,AI Engineer
9.0,Web Dev,SQL,DBMS,IBM,Web Developer
9.3,Cybersecurity,C++,Cybersecurity,NVIDIA,Cybersecurity Engineer
7.8,Software Dev,Java,Big Data,Infosys,Data Analyst
7.2,Cloud,Go,Cloud Computing,HCL,Cloud Engineer
7.0,AIML,Python,ML,Wipro,Data Scientist
6.8,Software Dev,Java,Backend,Mphasis,Data Analyst
6.2,Cybersecurity,Rust,Front End,Birlasoft,Cybersecurity Engineer
7.4,AIML,Python,ML,Infosys,Data Scientist
7.1,AIML,R,ML,TCS,Data Scientist
9.9,Cloud,Python,Cloud Computing,NVIDIA,DevOps Engineer
8.2,DevOps,SQL,Data Analytics,TCS,System Engineer
7.4,Cybersecurity,C++,Cybersecurity,TCS,Cybersecurity Engineer
8.3,DevOps,SQL,Data Analytics,TCS,System Engineer
6.6,AIML,Java,AI,Mindtree,Data Scientist
7.8,Software Dev,Java,Big Data,Tech Mahindra,Data Analyst
8.5,DevOps,TypeScript,Backend,IBM,System Engineer
8.0,Software Dev,Java,Backend,Infosys,Data Analyst
7.6,Cybersecurity,C++,Cybersecurity,Tech Mahindra,Cybersecurity Engineer
10.0,Cybersecurity,C++,AI,IBM,Cybersecurity Engineer
9.5,AIML,R,Data Analytics,OpenAI,Data Scientist
8.5,DevOps,TypeScript,DevOps,IBM,System Engineer
8.3,Software Dev,C#,DBMS,Infosys,Data Analyst
8.5,AIML,R,ML,Infosys,Data Scientist
6.8,Cybersecurity,C++,AI,Birlasoft,Cybersecurity Engineer
7.6,Cybersecurity,C++,Cybersecurity,Cognizant,Cybersecurity Engineer
6.2,Cybersecurity,Rust,Front End,Mphasis,Cybersecurity Engineer
7.9,AIML,Python,Big Data,Cognizant,Data Scientist
8.2,Web Dev,TypeScript,Backend,Capgemini,Web Developer
6.9,Software Dev,Java,Big Data,Birlasoft,Data Analyst
9.9,DevOps,SQL,Data Analytics,OpenAI,System Engineer
9.6,DevOps,Go,Cloud Computing,Amazon,System Engineer
8.9,Software Dev,Python,Data Analytics,SAP,Software Developer
8.1,Software Dev,Python,Big Data,TCS,Data Analyst
9.5,DevOps,TypeScript,DevOps,OpenAI,System Engineer
6.5,AIML,R,ML,Mindtree,Data Scientist
9.2,Software Dev,C#,Backend,NVIDIA,Software Developer
6.5,Software Dev,Python,Big Data,Mphasis,Data Analyst
9.2,Software Dev,Java,Backend,Microsoft,Data Analyst
7.1,AIML,Java,Big Data,Infosys,Data Scientist
9.5,Web Dev,TypeScript,Front End,Apple,Web Developer
9.8,Web Dev,JavaScript,Front End,OpenAI,Web Developer
6.6,AIML,Java,AI,Mphasis,Data Scientist
7.9,DevOps,SQL,DBMS,Tech Mahindra,System Engineer
9.9,DevOps,SQL,DBMS,Apple,System Engineer
7.9,Cloud,SQL,Data Analytics,Tech Mahindra,Cloud Engineer
9.5,Software Dev,Python,Data Analytics,Microsoft,Data Analyst
8.4,Web Dev,TypeScript,Backend,IBM,Web Developer
7.5,Software Dev,C#,Backend,HCL,Software Developer
7.1,Software Dev,Java,Big Data,TCS,Data Analyst
6.8,DevOps,TypeScript,DevOps,NIIT Technologies,System Engineer
9.0,Cloud,Go,Cloud Computing,Amazon,DevOps Engineer
7.5,Cybersecurity,Rust,Front End,Cognizant,Cybersecurity Engineer
8.0,Cybersecurity,C++,AI,IBM,Cybersecurity Engineer
8.0,Software Dev,C#,DBMS,IBM,Software Developer
8.3,Software Dev,C#,DBMS,TCS,Data Analyst
9.5,Cybersecurity,Rust,Cybersecurity,NVIDIA,Cybersecurity Engineer
9.9,Web Dev,TypeScript,Front End,Microsoft,Web Developer
6.4,,,,,
7.6,DevOps,Go,DevOps,Tech Mahindra,System Engineer
8.7,Cloud,Python,Cloud Computing,IBM,Cloud Engineer
7.9,Software Dev,Java,Backend,Mphasis,Software Developer
9.1,AIML,R,ML,Google,Data Scientist
6.9,Cybersecurity,Rust,Cybersecurity,HCL,Cybersecurity Engineer
8.3,DevOps,Go,DevOps,Microsoft,DevOps Engineer
7.5,Web Dev,JavaScript,Front End,Birlasoft,Web Developer
9.4,Software Dev,C#,DBMS,Amazon,Data Analyst
6.7,Cloud,SQL,Data Analytics,Mindtree,Cloud Engineer
8.8,AIML,Python,Big Data,Oracle,Data Scientist
7.2,Cybersecurity,C++,AI,TCS,Cybersecurity Engineer
9.6,DevOps,TypeScript,Backend,Apple,System Engineer
6.5,Web Dev,SQL,DBMS,NIIT Technologies,Web Developer
8.0,Software Dev,Python,Data Analytics,Capgemini,Data Analyst
9.3,Cloud,Go,Cloud Computing,NVIDIA,DevOps Engineer
7.8,AIML,Java,AI,Infosys,AI Engineer
6.4,Cybersecurity,Rust,Front End,TCS,Cloud Engineer
8.5,DevOps,SQL,Data Analytics,SAP,DevOps Engineer
7.1,Web Dev,TypeScript,Backend,Cognizant,Software Developer
9.7,Software Dev,Python,Big Data,OpenAI,Software Developer
6.2,Cloud,Python,DevOps,Wipro,Cloud Engineer
8.74,Cybersecurity,Rust,ML,NVIDIA,Web Developer
7.6,Cloud,C++,Front End,Infosys,Web Developer
9.14,DevOps,Go,Big Data,Google,System Engineer
7.14,Web Dev,C#,Front End,Infosys,AI Engineer
8.77,Software Dev,Rust,AI,Oracle,Software Developer
7.16,Cloud,Python,Backend,HCL,Web Developer
8.74,Cybersecurity,JavaScript,AI,OpenAI,Cloud Engineer
8.13,Cloud,SQL,Cloud Computing,IBM,Data Analyst
6.11,DevOps,TypeScript,DBMS,NIIT Technologies,Cybersecurity Engineer
9.61,Web Dev,C#,Cybersecurity,Apple,System Engineer
6.36,DevOps,TypeScript,Cybersecurity,Birlasoft,Cloud Engineer
6.7,Cloud,Go,Cybersecurity,TCS,Web Developer
6.98,Software Dev,JavaScript,ML,HCL,Data Scientist
9.64,Software Dev,SQL,Data Analytics,Microsoft,DevOps Engineer
6.38,Web Dev,Go,DBMS,NIIT Technologies,Cybersecurity Engineer
7.17,Web Dev,Java,Big Data,HCL,Data Analyst
6.41,AIML,SQL,Cybersecurity,Birlasoft,Web Developer
8.37,Web Dev,TypeScript,ML,Wipro,Cloud Engineer
8.51,Cloud,JavaScript,Backend,IBM,Data Scientist
8.9,Web Dev,Python,Front End,OpenAI,System Engineer
9.51,Web Dev,Python,ML,NVIDIA,DevOps Engineer
6.19,Cybersecurity,C++,Cybersecurity,Mphasis,Cybersecurity Engineer
8.19,Cybersecurity,Rust,Big Data,IBM,System Engineer
6.46,Software Dev,JavaScript,Backend,Mphasis,DevOps Engineer
8.32,Cloud,Rust,DBMS,SAP,Web Developer
9.11,DevOps,Rust,DBMS,Oracle,Software Developer
8.99,Cybersecurity,C#,Front End,Capgemini,Cloud Engineer
9.36,Software Dev,Go,AI,Capgemini,System Engineer
9.02,Software Dev,SQL,Big Data,SAP,Software Developer
8.4,AIML,C#,Cloud Computing,Infosys,Cloud Engineer
7.36,AIML,Python,DBMS,TCS,System Engineer
6.24,AIML,R,DBMS,Birlasoft,Cloud Engineer
7.93,Cloud,TypeScript,ML,HCL,Cloud Engineer
6.02,Web Dev,Java,Data Analytics,Mindtree,Cloud Engineer
9.2,Software Dev,Python,DBMS,NVIDIA,System Engineer
9.26,Software Dev,Python,DevOps,Microsoft,DevOps Engineer
9.48,Cloud,Rust,Front End,IBM,Web Developer
6.64,Software Dev,Go,Backend,Tech Mahindra,Data Scientist
7.3,DevOps,Java,ML,TCS,Cybersecurity Engineer
7.48,Cybersecurity,Go,Backend,HCL,Web Developer
7.48,Web Dev,Python,Big Data,NIIT Technologies,Data Analyst
7.49,AIML,C#,Big Data,NIIT Technologies,System Engineer
6.85,AIML,C++,Big Data,NIIT Technologies,Data Analyst
6.22,Web Dev,C#,AI,Mphasis,AI Engineer
9.03,Web Dev,R,Cloud Computing,Google,Cybersecurity Engineer
6.69,Web Dev,Go,Data Analytics,Tech Mahindra,Cloud Engineer
9.04,Software Dev,C#,Backend,Oracle,Cybersecurity Engineer
7.85,Web Dev,Java,DBMS,HCL,Data Analyst
7.55,Software Dev,Java,Front End,Capgemini,DevOps Engineer
8.16,DevOps,Python,Front End,Tech Mahindra,Cloud Engineer
6.47,Cybersecurity,R,AI,Mphasis,Cybersecurity Engineer
7.06,Cloud,C#,Data Analytics,Birlasoft,Cybersecurity Engineer
6.68,DevOps,SQL,DevOps,Wipro,Cloud Engineer
8.44,DevOps,C#,Backend,Infosys,Cybersecurity Engineer
9.55,AIML,TypeScript,AI,OpenAI,DevOps Engineer
6.26,Cloud,R,Data Analytics,Birlasoft,AI Engineer
9.64,Software Dev,Go,DevOps,OpenAI,Data Scientist
9.73,AIML,SQL,ML,Amazon,Web Developer
7.35,Cloud,C++,Front End,Cognizant,Data Analyst
6.31,AIML,SQL,ML,Mphasis,System Engineer
7.25,Web Dev,R,Backend,NIIT Technologies,Cybersecurity Engineer
8.19,AIML,Rust,ML,HCL,DevOps Engineer
9.94,Cloud,SQL,ML,Apple,Software Developer
9.04,AIML,R,Backend,Amazon,Data Analyst
8.59,Cloud,C#,Data Analytics,OpenAI,Cybersecurity Engineer
9.95,Cybersecurity,Rust,AI,Amazon,Web Developer
7.66,Web Dev,Java,Cloud Computing,Capgemini,Data Analyst
7.6,AIML,TypeScript,Big Data,IBM,AI Engineer
8.18,Cybersecurity,C++,Cloud Computing,Tech Mahindra,Data Scientist
6.56,AIML,Python,Cloud Computing,NIIT Technologies,Web Developer
8.44,Cloud,SQL,Data Analytics,IBM,Web Developer
7.35,DevOps,Rust,AI,Mphasis,Cybersecurity Engineer
6.32,Cloud,R,ML,NIIT Technologies,Software Developer
7.0,Cybersecurity,Rust,Data Analytics,Birlasoft,Web Developer
9.02,Cybersecurity,Python,AI,Apple,AI Engineer
9.39,Cybersecurity,Java,ML,NVIDIA,DevOps Engineer
9.89,Web Dev,Rust,Big Data,Microsoft,Cloud Engineer
7.07,Web Dev,Go,ML,Cognizant,Software Developer
7.86,Software Dev,Go,Cybersecurity,SAP,DevOps Engineer
9.38,Software Dev,SQL,Backend,Oracle,AI Engineer
7.63,Cybersecurity,Python,AI,HCL,Web Developer
8.27,DevOps,C++,Front End,TCS,System Engineer
9.11,Cybersecurity,Python,Backend,Amazon,Web Developer
7.87,Cloud,SQL,Data Analytics,SAP,System Engineer
6.84,AIML,SQL,Front End,TCS,Cybersecurity Engineer
8.24,Software Dev,C++,Cybersecurity,Capgemini,Data Scientist
8.51,Cloud,Rust,AI,SAP,AI Engineer
7.79,DevOps,TypeScript,Big Data,TCS,DevOps Engineer
7.3,DevOps,TypeScript,Data Analytics,TCS,System Engineer
9.43,Cybersecurity,Rust,Backend,OpenAI,Cybersecurity Engineer
9.13,Cybersecurity,TypeScript,Big Data,NVIDIA,AI Engineer
9.56,Web Dev,JavaScript,Cloud Computing,Microsoft,Web Developer
8.84,DevOps,TypeScript,Cloud Computing,Amazon,Cybersecurity Engineer
7.41,AIML,R,DBMS,HCL,DevOps Engineer
7.26,AIML,C++,DBMS,Wipro,AI Engineer
9.83,Cloud,Java,DBMS,Amazon,Web Developer
7.49,Software Dev,C#,Front End,Cognizant,Web Developer
6.88,Cloud,Java,Big Data,Wipro,Cloud Engineer
9.65,Software Dev,C++,Big Data,Google,Web Developer
8.05,Software Dev,Go,Cybersecurity,Cognizant,Software Developer
9.96,Software Dev,JavaScript,Big Data,Apple,Software Developer
8.44,Cybersecurity,C#,Backend,Infosys,DevOps Engineer
8.22,Software Dev,Python,Backend,Oracle,Web Developer
8.03,AIML,R,Front End,SAP,DevOps Engineer
6.86,Cloud,Java,ML,Wipro,Cloud Engineer
7.81,Web Dev,R,Cybersecurity,HCL,System Engineer
7.14,Cybersecurity,Go,Backend,Wipro,DevOps Engineer
6.89,Web Dev,Go,Front End,Mphasis,Software Developer
8.0,Cloud,C#,AI,Cognizant,Data Scientist
6.75,Cloud,Java,Data Analytics,Birlasoft,Software Developer
9.62,AIML,C++,Cloud Computing,Apple,AI Engineer
6.09,AIML,R,DevOps,Mindtree,AI Engineer
8.12,DevOps,Python,Big Data,Oracle,Cloud Engineer
7.73,Software Dev,R,ML,TCS,Software Developer
9.83,Web Dev,Java,Front End,Apple,AI Engineer
9.15,Web Dev,Java,DBMS,Google,Software Developer
6.86,Web Dev,C#,DevOps,Infosys,AI Engineer
9.73,Cloud,TypeScript,Front End,NVIDIA,System Engineer
7.11,Cloud,Python,AI,Wipro,Software Developer
6.94,AIML,Go,Cybersecurity,HCL,Cybersecurity Engineer
7.22,Cloud,Java,ML,Mindtree,Data Scientist
9.3,AIML,Go,Cloud Computing,Microsoft,AI Engineer
7.21,Cybersecurity,TypeScript,DBMS,Birlasoft,Software Developer
6.04,AIML,R,ML,NIIT Technologies,Data Analyst
7.38,DevOps,Go,AI,TCS,System Engineer
9.11,Cybersecurity,Python,Big Data,Capgemini,Cybersecurity Engineer
8.5,Software Dev,C++,Backend,Microsoft,Data Analyst
9.67,Cloud,JavaScript,Data Analytics,Google,Web Developer
8.28,Cybersecurity,SQL,Front End,Oracle,DevOps Engineer
9.21,Software Dev,Go,Data Analytics,Oracle,Data Scientist
7.76,Cybersecurity,SQL,Cybersecurity,Wipro,DevOps Engineer
9.1,Software Dev,R,Backend,OpenAI,DevOps Engineer
9.18,Cybersecurity,Go,Cybersecurity,IBM,Data Analyst
7.15,AIML,Python,ML,HCL,Data Analyst
6.29,AIML,SQL,AI,Mphasis,Cloud Engineer
6.64,AIML,Rust,Cloud Computing,Infosys,Web Developer
7.16,AIML,TypeScript,AI,NIIT Technologies,Cybersecurity Engineer
7.58,Cybersecurity,TypeScript,ML,IBM,Software Developer
7.04,DevOps,Python,DBMS,Birlasoft,DevOps Engineer
7.17,Web Dev,R,DBMS,Mindtree,System Engineer
7.77,Cloud,Java,ML,HCL,Cloud Engineer
6.7,Software Dev,Go,Front End,Wipro,Software Developer
7.79,Cybersecurity,SQL,Data Analytics,HCL,AI Engineer
8.37,Web Dev,C#,AI,Tech Mahindra,DevOps Engineer
8.16,Cloud,SQL,Backend,SAP,DevOps Engineer
9.45,Cloud,C#,DevOps,Capgemini,Data Scientist
7.03,Cloud,C++,DBMS,Wipro,Cloud Engineer
8.37,Cloud,JavaScript,DBMS,Capgemini,Data Analyst
6.87,Cloud,Java,Cybersecurity,NIIT Technologies,Software Developer
8.02,Web Dev,Go,Cloud Computing,TCS,Data Scientist
7.38,Web Dev,C#,DevOps,Mphasis,Data Scientist
9.41,Cloud,Java,DevOps,Microsoft,Web Developer
7.44,Web Dev,Rust,AI,HCL,System Engineer
8.9,Cybersecurity,Java,AI,Google,Cloud Engineer
8.59,AIML,Java,Cloud Computing,Amazon,AI Engineer
9.69,DevOps,TypeScript,Data Analytics,OpenAI,Web Developer
8.96,AIML,SQL,DBMS,Amazon,Cloud Engineer
7.61,Cybersecurity,C#,Data Analytics,Tech Mahindra,Software Developer
8.2,Web Dev,C++,Backend,IBM,Cloud Engineer
7.7,DevOps,TypeScript,Cybersecurity,TCS,Cloud Engineer
6.55,Cloud,Rust,Big Data,NIIT Technologies,Data Analyst
8.88,DevOps,SQL,Front End,OpenAI,AI Engineer
7.06,Cloud,SQL,DevOps,Mindtree,DevOps Engineer
6.85,Web Dev,JavaScript,AI,Cognizant,Cybersecurity Engineer
7.75,Cybersecurity,TypeScript,Big Data,Capgemini,DevOps Engineer
8.92,Cybersecurity,C#,AI,OpenAI,DevOps Engineer
8.25,DevOps,Python,DBMS,TCS,DevOps Engineer
8.64,Web Dev,Go,Data Analytics,Google,AI Engineer
8.91,Cybersecurity,SQL,Cybersecurity,SAP,Web Developer
